date,arrival,Hong kong,Hong kong dollar,Sheung Wan ,Tai Ping Shan Street,Hong kong central,Hong Kong Disneyland,hong kong dollar to rmb,hkd to usd,Hong Kong cuisine,hong kong food,hong kong yum cha,hong kong best food,hong kong chinese food,hong kong food blog,hong kong hotel,silka hotel hong kong,hotel hong kong kowloon,crowne plaza hong kong kowloon east,Grand Hyatt Hong Kong,airbnb,hong kong accommodation,flights to hong kong,cathay pacific,hong kong to macau travel time,hong kong macau ferry,hong kong airport to macau,hong kong ferry terminal,ferry macau to hong kong airport,hong kong ferry,hongkong macau,hong kong airport,hong kong airport express,hong kong mtr hours,hong kong Transportation ,air asia,Hong Kong Airlines,agoda hong kong,asia travel hong kong,ocean park hong kong,hong kong map,singapore to hong kong,china mainland to hong kong,hong kong light show,skyscanner,ladies market hong kong opening hours,Shopping in Hong Kong,citygate outlet,hong kong shopping festival,hong kong casino,what to do in hong kong,nightlife hong kong,hong kong clubs,lan kwai fong,hong kong weather,occupy central,hongkong customs,hong kong cheap flight,Avenue of Stars,travel Tsim Sha Tsui,hong kong dollar to,hong kong currency,hong kong restaurant,hong kong travel,travel to Hong Kong,hong kong michelin,hong kong hotel central,hong kong hotel central.1,hong kong macao,hong kong asian,Hong Kong television drama,thai to hong kong,macau to hong kong,china hong kong,map hong kong,taiwan hong kong,japan hong kong,korea hong kong,mobile hong kong,eat hong kon,US hong kong,UK hong kong,shopping hong kong,street hong kong,price hong kong,ticket hong kong,train hong kong,bus hong kong,taxi hong kong,holiday hong kong,festival hong kong,hot hong kong,temperature hong kong,bar hong kong,air asia Hong Kong,Yum cha,Hong Kong Convention and Exhibition Centre
2013-01,91422,62,75,92,39,34,49,39,53,68,45,32,49,40,39,73,39,49,24,51,7,0,50,80,39,44,85,25,28,26,75,78,67,39,52,4,34,67,37,24,70,82,42,42,23,39,47,39,39,47,50,47,37,42,46,2,39,10,57,39,55,58,60,67,57,29,22,22,20,87,39,38,62,53,70,50,45,27,66,39,81,48,55,62,56,65,49,29,23,50,31,77,35,77,75,39,46
2013-02,67851,59,83,23,29,32,63,29,46,53,61,0,49,50,29,72,29,61,26,55,7,21,52,69,29,62,66,13,60,23,23,73,18,29,79,3,32,64,24,52,56,62,23,23,26,29,28,29,29,44,59,58,59,29,50,3,29,43,67,29,63,71,78,75,40,23,79,79,10,90,29,14,45,56,56,62,46,57,50,29,61,72,62,40,50,63,53,31,22,80,48,70,50,68,27,29,25
2013-03,111063,64,84,84,43,28,73,43,58,61,54,32,45,59,43,80,43,65,71,39,10,0,53,80,43,44,48,25,28,24,53,77,39,43,99,3,42,96,29,72,58,81,42,42,27,43,33,43,43,41,75,40,41,33,51,1,43,39,58,43,67,55,68,83,74,39,51,51,24,72,43,50,60,63,58,60,54,86,51,43,70,41,76,68,73,83,55,54,30,68,46,91,64,79,83,43,23
2013-04,103559,61,74,78,41,40,82,41,58,31,52,0,35,41,41,71,41,38,24,48,9,30,45,68,41,83,49,12,28,27,32,85,39,41,84,3,35,60,59,30,59,51,21,53,26,41,47,41,41,53,69,27,78,26,43,2,41,10,66,41,67,59,55,83,57,14,37,37,24,72,41,19,69,55,59,52,57,76,51,41,71,61,66,49,62,83,48,37,28,82,35,35,27,55,42,41,69
2013-05,89947,61,85,36,39,28,64,39,57,44,55,0,32,47,39,61,39,34,49,56,12,15,49,71,39,32,24,0,0,24,43,62,62,39,21,4,36,37,30,61,49,68,42,32,29,39,54,39,39,18,62,27,55,27,43,2,39,30,56,39,67,59,66,63,53,22,37,37,15,80,39,26,61,59,49,59,42,38,43,39,77,51,63,46,63,75,51,33,26,52,38,58,42,39,50,39,58
2013-06,91468,65,77,23,21,30,61,21,59,40,58,0,38,46,21,74,21,41,0,46,12,16,55,75,21,27,39,0,30,24,29,86,18,21,56,3,36,64,16,79,51,48,34,34,30,21,29,21,21,75,53,29,34,22,35,1,21,42,69,21,63,58,72,72,75,23,16,16,37,83,21,34,43,66,51,67,50,63,35,21,77,37,71,52,50,55,52,41,41,55,66,65,33,74,71,21,25
2013-07,89148,59,68,50,39,32,53,39,57,50,54,33,36,43,39,60,39,43,24,40,12,0,48,71,39,39,37,25,29,23,16,72,6,39,48,4,37,76,23,74,57,54,21,21,30,39,20,39,39,24,63,34,51,34,40,1,39,30,73,39,63,52,68,63,51,18,22,22,15,72,39,45,44,44,57,49,37,48,19,39,81,52,48,58,57,48,62,42,26,51,61,94,20,75,51,39,23
2013-08,76056,59,82,78,29,27,44,29,65,31,64,0,60,58,29,67,29,67,48,39,13,10,48,73,29,31,97,0,0,23,16,81,61,29,26,3,41,59,67,73,48,38,21,73,28,29,47,29,29,64,45,67,50,27,48,2,29,59,64,29,61,51,59,78,67,36,58,58,20,67,29,57,54,46,48,53,35,45,47,29,73,47,51,68,60,54,62,38,41,47,74,84,35,69,25,29,46
2013-09,80549,67,88,100,46,33,43,46,70,43,61,32,39,54,46,67,46,53,73,51,11,15,46,73,46,75,72,25,14,22,16,87,50,46,57,3,41,59,30,31,59,50,0,42,27,46,47,46,46,23,69,61,55,29,100,2,46,30,65,46,72,51,62,71,70,43,29,29,20,69,46,45,78,54,59,72,47,51,57,46,75,60,88,61,53,47,60,38,48,59,100,30,51,77,33,46,34
2013-10,110632,62,76,48,35,31,62,35,65,48,59,0,34,53,35,76,35,75,23,53,12,10,45,72,35,48,57,24,14,21,26,66,54,35,40,3,35,35,36,100,52,54,20,50,29,35,13,35,35,56,57,77,61,22,54,3,35,9,68,35,58,72,66,79,58,38,21,21,19,85,35,24,66,55,52,58,47,49,36,35,66,45,85,71,50,34,59,53,41,74,51,33,40,37,56,35,33
2013-11,106746,63,76,42,39,32,49,39,69,68,65,0,42,67,39,72,39,38,24,43,12,0,34,78,39,69,24,12,14,21,59,92,83,39,68,3,38,81,45,73,65,48,52,42,27,39,27,39,39,47,97,67,69,27,63,3,39,20,73,39,70,80,71,75,77,57,58,58,20,68,39,57,62,56,65,61,56,49,65,39,73,57,36,74,64,58,36,50,43,67,31,76,71,49,83,39,46
2013-12,91400,62,65,21,50,27,47,50,68,36,66,0,41,61,50,54,50,35,0,50,11,10,39,71,50,31,48,0,0,19,42,79,27,50,31,3,37,65,15,12,58,75,21,51,26,50,33,50,50,63,65,53,40,34,62,3,50,19,64,50,65,58,85,54,51,63,43,43,14,82,50,100,55,51,58,60,54,63,92,50,74,37,86,69,56,46,47,36,65,52,29,41,84,56,41,50,22
2014-01,84412,63,87,67,30,28,55,30,64,46,63,0,46,61,30,66,30,55,68,59,15,18,59,77,30,35,45,0,13,22,55,81,47,30,78,4,42,97,49,40,72,53,39,29,31,30,50,30,30,54,75,44,34,37,61,1,30,18,75,30,77,57,76,64,75,40,41,41,37,72,30,53,67,56,72,67,46,72,57,30,78,53,89,50,56,61,56,37,28,58,43,53,56,64,39,30,32
2014-02,72839,65,73,29,62,32,52,62,70,88,64,0,47,50,62,67,62,62,0,52,15,10,54,75,62,19,37,25,43,17,49,91,79,62,85,3,31,45,38,37,57,66,32,43,34,62,41,62,62,60,60,55,19,84,58,2,62,71,66,62,63,63,72,69,81,36,52,52,5,74,62,45,75,58,57,59,54,74,62,62,75,52,67,64,56,43,50,48,41,44,56,59,59,73,59,62,47
2014-03,107145,64,78,85,54,35,54,54,71,51,70,0,49,62,54,69,54,47,22,73,18,9,47,88,54,58,22,23,13,22,34,90,46,54,53,4,49,48,55,56,63,64,19,48,36,54,61,54,54,38,77,44,55,60,57,2,54,9,67,54,70,57,70,70,62,30,13,13,23,86,54,70,81,60,63,68,54,74,47,54,71,56,57,73,57,54,47,37,66,48,37,67,57,71,61,54,42
2014-04,101917,61,68,54,100,29,48,100,65,41,63,0,37,55,100,57,100,36,46,49,21,9,58,78,100,36,12,12,40,32,36,70,27,100,100,4,35,64,14,87,54,60,30,40,39,100,38,100,100,67,73,52,70,45,44,4,100,47,73,100,66,65,63,63,72,44,14,14,33,69,100,24,73,56,54,60,48,69,40,100,71,73,38,77,51,60,48,44,46,77,25,51,44,66,47,100,22
2014-05,96068,62,79,50,95,39,66,95,65,62,59,0,18,48,95,67,95,63,24,59,21,20,57,81,95,31,24,12,14,25,43,83,84,95,42,4,40,52,52,67,60,83,31,42,42,95,60,95,95,23,73,34,59,38,42,1,95,39,67,95,71,47,74,68,75,29,72,72,0,65,95,63,39,63,60,62,51,63,52,95,75,63,51,68,57,65,53,54,51,90,45,68,60,97,42,95,46
2014-06,98659,61,87,57,61,39,49,61,66,50,61,0,36,62,61,63,61,56,0,59,24,0,52,79,61,50,14,0,0,34,49,95,13,61,42,5,42,42,17,42,53,71,36,36,47,61,38,61,61,54,87,69,79,30,33,8,61,45,84,61,72,53,82,63,66,37,75,75,0,90,61,73,59,53,53,60,54,65,65,61,75,54,29,71,54,57,61,39,35,54,55,65,40,95,28,61,26
2014-07,92397,62,82,39,86,36,62,86,67,75,69,0,66,75,86,59,86,35,53,44,30,11,56,83,86,56,94,27,16,22,41,75,37,86,81,5,41,41,0,47,55,50,35,69,47,86,29,86,86,65,58,90,20,38,38,10,86,22,67,86,72,61,81,57,80,32,40,40,43,64,86,49,78,50,55,72,40,41,21,86,80,39,44,100,55,89,39,47,31,52,72,38,49,52,55,86,38
2014-08,81298,62,71,78,67,42,88,67,72,47,62,0,54,50,67,66,67,51,26,56,27,11,58,83,67,89,53,0,31,21,100,79,31,67,29,4,37,49,65,40,55,55,57,57,44,67,15,67,67,64,78,37,45,31,34,5,67,54,73,67,65,60,77,81,66,51,64,64,22,90,67,35,45,51,55,66,42,41,57,67,70,62,68,79,54,61,63,46,42,42,90,50,39,54,55,67,50
2014-09,88613,80,81,22,46,71,57,46,76,84,67,0,48,64,46,67,46,44,50,83,23,0,50,77,46,53,13,78,15,28,84,87,58,46,66,4,41,55,16,89,77,66,44,55,48,46,21,46,46,55,80,42,34,29,61,76,46,73,74,46,70,54,80,75,70,41,54,54,26,86,46,27,53,71,77,75,61,66,64,46,81,97,57,96,86,68,56,44,53,79,83,77,35,69,17,46,0
2014-10,107142,100,81,50,47,100,48,47,67,44,73,0,32,57,47,71,47,69,49,68,22,0,57,72,47,45,74,25,100,26,60,83,51,47,85,4,36,53,83,43,99,58,43,96,48,47,67,47,47,71,79,62,42,29,58,100,47,81,56,47,71,64,73,94,73,51,45,45,15,93,47,39,58,98,99,100,73,87,57,47,100,100,52,87,85,52,67,55,49,59,33,74,47,67,50,47,46
2014-11,105799,67,76,76,62,56,54,62,70,79,69,34,41,62,62,58,62,45,0,50,19,0,45,70,62,100,38,40,30,24,69,74,42,62,33,5,29,47,47,32,57,56,22,78,49,62,36,62,62,81,78,43,54,23,55,30,62,21,55,62,56,58,87,67,72,65,54,54,42,92,62,41,58,58,57,59,49,71,40,62,69,40,70,72,73,36,54,34,43,41,51,69,54,94,35,62,24
2014-12,94277,68,74,52,48,36,54,48,69,65,85,0,33,84,48,50,48,38,25,62,19,0,52,77,48,26,25,13,44,23,45,82,35,48,71,100,30,62,16,51,53,73,33,55,50,48,7,48,48,68,77,28,29,34,56,14,48,52,55,48,63,62,100,63,71,56,61,61,36,80,48,53,63,55,53,58,44,64,89,48,74,57,80,66,76,57,43,18,43,70,31,60,65,89,61,48,0
2015-01,92996,64,72,64,39,37,56,39,87,50,64,0,35,64,39,67,39,64,24,84,25,15,62,80,39,70,24,100,14,24,76,92,62,39,74,99,45,67,60,74,60,68,21,32,62,39,27,39,39,71,74,27,42,25,49,9,39,30,60,39,67,66,96,75,50,79,59,59,30,91,39,45,58,54,60,63,52,73,61,39,65,42,26,58,76,66,48,53,59,37,35,85,76,67,59,39,35
2015-02,71051,60,82,45,36,41,47,36,72,46,76,0,52,73,36,62,36,45,0,50,26,11,60,74,36,53,26,26,15,18,68,67,41,36,50,19,36,24,16,19,59,81,56,33,63,36,35,36,36,68,78,100,19,19,47,4,36,21,62,36,79,62,87,53,48,53,70,70,37,82,36,40,65,55,59,63,50,64,70,36,69,47,74,63,64,71,59,34,46,52,31,69,42,73,79,36,49
2015-03,110438,63,79,29,69,34,65,69,80,69,74,32,39,58,69,60,69,40,0,48,28,10,60,77,69,51,36,50,29,29,43,77,17,69,89,7,34,67,37,31,58,86,32,84,66,69,54,69,69,41,53,20,23,28,47,5,69,10,64,69,84,47,79,70,68,43,30,30,30,84,69,77,68,57,58,60,55,69,57,69,72,38,70,74,78,63,57,39,46,46,45,54,47,72,50,69,69
2015-04,112346,64,84,44,40,39,69,40,71,45,74,0,58,58,40,66,40,37,75,57,33,10,62,79,40,59,63,0,44,20,55,77,58,40,71,6,40,39,23,50,64,62,54,44,64,40,48,40,40,67,94,42,67,31,41,4,40,93,56,40,80,68,72,56,77,45,38,38,25,98,40,40,63,57,64,60,61,69,44,40,74,59,38,55,68,63,52,44,45,68,36,68,39,85,43,40,24
2015-05,98993,61,94,38,66,38,70,66,80,80,63,34,26,51,66,59,66,38,0,47,41,11,57,75,66,74,64,13,15,24,40,82,36,66,45,5,33,40,24,46,58,81,68,56,69,66,36,66,66,63,86,72,39,21,46,3,66,10,56,66,92,57,67,75,65,50,55,55,48,83,66,41,66,63,58,61,64,66,35,66,69,44,43,70,52,60,57,31,38,49,37,36,33,77,35,66,74
2015-06,97588,62,84,32,49,34,74,49,86,34,63,0,35,66,49,56,49,35,27,66,45,11,57,76,49,63,14,14,31,27,77,80,62,49,76,5,35,74,17,27,51,53,59,70,71,49,44,49,49,33,50,38,31,22,47,2,49,44,100,49,85,61,77,60,61,20,33,33,16,72,49,14,56,51,51,53,53,68,47,49,69,53,69,78,76,63,52,50,54,53,42,60,42,67,28,49,51
2015-07,92620,62,96,84,29,36,72,29,74,27,81,0,46,62,29,64,29,23,26,73,47,0,66,78,29,62,66,27,15,23,41,96,12,29,62,4,40,97,16,26,52,73,45,46,74,29,65,29,29,32,67,51,20,18,50,3,29,32,88,29,100,60,78,64,62,47,48,48,32,74,29,55,73,54,52,58,55,49,66,29,65,49,59,65,66,63,59,46,44,35,64,88,43,98,36,29,100
2015-08,82452,65,92,92,24,35,67,24,98,40,79,0,15,65,24,61,24,66,78,47,45,11,63,86,24,48,26,13,15,28,70,79,66,24,40,3,41,56,48,72,53,54,45,79,76,24,65,24,24,25,56,44,35,18,48,1,24,32,86,24,86,58,71,82,81,31,24,24,21,72,24,27,81,60,53,60,47,42,35,24,65,65,63,70,78,61,47,41,41,30,82,79,57,48,54,24,25
2015-09,88849,67,87,81,63,48,72,63,89,58,70,0,76,54,63,64,63,50,100,82,37,21,65,84,63,85,100,39,29,31,67,94,17,63,65,4,42,100,54,57,59,81,43,65,74,63,55,63,63,36,69,56,43,19,50,4,63,51,67,63,83,83,76,80,93,41,83,83,31,81,63,40,82,56,59,61,55,63,83,63,69,49,65,73,80,67,58,62,58,97,93,55,48,97,26,63,71
2015-10,114986,67,89,91,31,47,56,31,90,55,67,0,31,63,31,71,31,48,24,70,35,10,70,77,31,31,72,0,42,31,63,88,82,31,51,4,43,51,44,48,59,92,41,52,69,31,59,31,31,29,82,60,23,32,66,4,31,0,60,31,84,66,77,71,54,53,65,65,19,68,31,50,66,56,59,56,53,52,37,31,65,69,50,58,58,79,53,77,42,82,58,60,41,100,41,31,56
2015-11,116496,63,88,29,27,32,64,27,78,75,85,0,47,76,27,57,27,50,0,60,33,10,61,78,27,45,25,63,14,24,93,76,57,27,37,5,37,53,46,56,47,71,32,64,68,27,41,27,27,48,85,48,37,27,67,2,27,31,53,27,78,61,79,70,79,84,60,60,35,93,27,59,69,51,47,62,50,54,43,27,71,65,67,70,56,57,70,50,39,51,39,47,56,73,34,27,35
2015-12,102209,64,81,85,24,26,58,24,80,18,92,32,53,68,24,57,24,36,0,51,35,15,66,80,24,51,49,12,0,24,69,87,17,24,52,6,38,37,30,36,54,79,52,63,65,24,53,24,24,41,69,34,41,35,66,4,24,40,63,24,91,44,87,68,60,46,44,44,10,100,24,32,67,62,54,54,69,55,65,24,58,48,51,63,74,65,51,50,30,81,29,77,77,77,42,24,23
2016-01,96727,64,97,35,30,31,55,30,77,56,75,53,61,72,30,58,30,45,20,42,40,28,72,63,30,67,50,10,12,23,18,75,32,30,56,3,39,37,55,60,60,72,17,34,65,30,55,30,30,19,60,28,23,24,60,4,30,24,62,30,92,45,69,70,68,47,36,36,32,76,30,31,64,57,60,67,56,65,62,30,64,44,60,75,72,64,56,37,44,41,42,59,100,73,61,30,28
2016-02,71858,64,78,42,24,27,65,24,75,36,66,0,74,54,24,63,24,37,20,50,43,25,72,61,24,32,0,0,12,15,22,61,37,24,35,3,35,25,100,20,51,68,44,18,66,24,17,24,24,34,52,28,31,8,48,4,24,41,56,24,72,52,78,63,65,69,55,55,45,80,24,53,52,50,51,69,57,53,28,24,66,56,43,69,73,70,48,37,38,60,33,48,57,58,69,24,19
2016-03,110741,64,92,40,25,36,71,25,81,69,75,0,42,58,25,71,25,45,77,69,44,8,76,64,25,60,67,30,34,19,30,78,27,25,33,4,42,53,35,53,55,63,33,25,71,25,26,25,25,51,58,37,29,18,46,2,25,24,55,25,81,60,70,84,77,37,41,41,12,78,25,56,63,56,55,48,48,75,63,25,60,48,61,92,69,68,52,34,52,62,30,55,39,79,26,25,64
2016-04,112767,63,88,47,30,35,75,30,81,46,80,80,43,70,30,61,30,40,20,39,47,16,70,58,30,26,30,61,35,22,13,78,36,30,73,3,31,43,61,45,60,56,61,43,70,30,65,30,30,48,76,44,45,12,41,4,30,8,66,30,79,67,74,69,59,47,42,42,16,98,30,47,53,57,60,55,63,51,42,30,67,61,69,71,63,67,55,51,38,40,51,41,38,68,76,30,0
2016-05,98331,61,84,23,20,38,85,20,81,61,91,53,81,78,20,61,20,33,39,49,60,0,80,61,20,57,60,30,12,23,17,66,36,20,47,3,32,18,18,35,50,85,17,43,76,20,33,20,20,48,74,55,49,15,41,5,20,49,52,20,75,48,77,62,86,85,54,54,28,64,20,52,69,60,50,60,59,63,80,20,64,73,60,66,77,83,43,44,27,45,35,60,24,83,61,20,47
2016-06,101179,61,100,12,46,36,98,46,84,69,78,28,100,57,46,53,46,55,41,37,69,30,77,60,46,49,21,11,12,28,18,67,34,46,68,4,32,38,32,26,41,87,54,36,82,46,46,46,46,40,53,23,36,15,38,2,46,17,47,46,88,48,72,64,73,49,32,32,25,78,46,55,63,51,41,50,50,54,40,46,66,85,60,64,59,60,49,46,57,45,36,70,34,69,0,46,20
2016-07,93153,60,86,61,41,36,66,41,76,63,87,28,60,70,41,59,41,31,21,51,61,26,89,59,41,49,52,64,12,15,5,79,33,41,58,3,31,19,38,47,37,70,36,54,79,41,23,41,41,45,81,69,39,19,40,1,41,34,55,41,80,52,71,73,83,64,69,69,25,68,41,60,63,47,37,53,40,40,28,41,54,44,47,68,66,71,37,39,26,42,41,69,47,78,28,41,0
2016-08,81982,62,77,75,23,40,54,23,83,60,79,0,67,56,23,69,23,46,63,48,57,26,85,65,23,49,32,44,25,21,28,69,29,23,46,2,29,32,39,32,55,90,37,46,79,23,23,23,23,36,50,41,52,18,45,2,23,17,62,23,69,50,63,62,50,100,19,19,22,58,23,39,65,57,55,54,47,41,41,23,62,63,45,73,70,51,53,48,40,39,53,33,39,55,29,23,20
2016-09,93313,60,70,53,28,31,49,28,79,46,74,27,47,75,28,66,28,45,0,55,48,37,72,55,28,63,40,31,0,21,18,64,28,28,52,3,35,37,31,20,48,50,52,43,72,28,22,28,28,48,57,61,61,11,47,3,28,25,53,28,67,38,72,68,88,62,54,54,16,71,28,21,62,49,48,50,46,61,66,28,59,77,54,63,60,54,64,51,38,47,71,54,42,91,21,28,19
2016-10,115961,63,79,46,43,31,56,43,79,50,88,0,71,73,43,96,43,53,19,60,48,100,94,59,43,61,10,30,34,23,30,90,40,43,38,3,38,48,30,54,54,68,42,84,72,43,27,43,43,57,67,60,18,19,58,2,43,80,55,43,76,33,73,74,74,63,77,77,24,78,43,31,60,49,54,46,39,68,45,43,60,41,50,66,53,83,55,48,45,97,37,49,37,69,33,43,92
2016-11,123254,60,80,51,25,35,100,25,80,39,81,0,53,63,25,89,25,47,0,41,46,59,90,56,25,50,38,30,56,19,21,75,58,25,62,3,35,23,41,53,48,68,16,17,73,25,37,25,25,60,45,48,40,14,47,3,25,23,50,25,75,55,58,84,77,51,75,75,12,66,25,30,60,47,48,52,50,58,48,25,59,52,75,80,64,60,38,33,44,84,34,45,59,85,46,25,18
2016-12,112273,63,85,50,47,37,63,47,88,72,91,100,79,86,47,64,47,43,0,52,48,54,100,59,47,54,19,19,0,21,12,76,22,47,32,3,35,29,40,38,49,80,16,98,70,47,15,47,47,50,48,42,53,16,52,5,47,100,42,47,66,44,75,76,52,72,97,97,34,86,47,20,51,52,49,79,47,49,55,47,60,72,62,75,71,58,52,35,51,63,23,59,65,85,39,47,18
2017-01,97355,62,82,68,23,30,61,23,83,64,95,0,73,63,23,64,23,38,18,56,61,74,100,67,23,19,18,9,42,18,47,76,62,23,58,3,36,22,55,40,59,63,31,31,87,23,25,23,23,52,83,35,58,16,49,3,23,44,58,23,77,51,77,80,55,61,60,60,18,74,23,52,51,52,59,53,56,52,52,23,60,55,43,67,67,77,55,42,38,52,36,92,61,73,87,23,17
