date,arrival,Hong kong,Hong kong dollar,Sheung Wan ,Tai Ping Shan Street,Hong kong central,Hong Kong Disneyland,hong kong dollar to rmb,hkd to usd,Hong Kong cuisine,hong kong food,hong kong yum cha,hong kong best food,hong kong chinese food,hong kong food blog,hong kong hotel,silka hotel hong kong,hotel hong kong kowloon,crowne plaza hong kong kowloon east,Grand Hyatt Hong Kong,airbnb,hong kong accommodation,flights to hong kong,cathay pacific,hong kong to macau travel time,hong kong macau ferry,hong kong airport to macau,hong kong ferry terminal,ferry macau to hong kong airport,hong kong ferry,hongkong macau,hong kong airport,hong kong airport express,hong kong mtr hours,hong kong Transportation ,air asia,Hong Kong Airlines,agoda hong kong,asia travel hong kong,ocean park hong kong,hong kong map,singapore to hong kong,china mainland to hong kong,hong kong light show,skyscanner,ladies market hong kong opening hours,Shopping in Hong Kong,citygate outlet,hong kong shopping festival,hong kong casino,what to do in hong kong,nightlife hong kong,hong kong clubs,lan kwai fong,hong kong weather,occupy central,hongkong customs,hong kong cheap flight,Avenue of Stars,travel Tsim Sha Tsui,hong kong dollar to,hong kong currency,hong kong restaurant,hong kong travel,travel to Hong Kong,hong kong michelin,hong kong hotel central,hong kong hotel central.1,hong kong macao,hong kong asian,Hong Kong television drama,thai to hong kong,macau to hong kong,china hong kong,map hong kong,taiwan hong kong,japan hong kong,korea hong kong,mobile hong kong,eat hong kon,US hong kong,UK hong kong,shopping hong kong,street hong kong,price hong kong,ticket hong kong,train hong kong,bus hong kong,taxi hong kong,holiday hong kong,festival hong kong,hot hong kong,temperature hong kong,bar hong kong,air asia Hong Kong,Yum cha,Hong Kong Convention and Exhibition Centre
2014-01,41449,76,53,25,100,54,76,100,57,32,69,100,24,8,100,86,100,58,100,64,15,48,84,89,100,40,21,100,100,14,23,84,51,100,100,9,29,30,73,58,87,62,100,18,52,100,60,100,100,31,51,13,63,78,62,4,100,29,62,100,57,63,82,91,89,30,37,37,33,30,100,42,29,75,100,78,52,43,37,100,74,84,70,77,52,47,60,41,46,80,35,78,51,60,33,100,100
2014-02,40373,77,47,55,66,61,71,66,83,18,69,66,27,37,66,69,66,100,66,36,16,43,70,73,66,63,81,66,66,22,0,64,68,66,66,8,28,25,18,43,68,53,66,8,52,66,46,66,66,52,75,14,39,97,78,0,66,39,55,66,51,68,100,55,60,75,27,27,19,94,66,95,21,83,81,67,54,34,67,66,59,85,76,90,73,45,65,44,47,45,50,44,60,60,43,66,66
2014-03,60301,80,48,8,47,53,66,47,79,24,56,47,12,9,47,79,47,59,47,33,20,24,66,66,47,46,0,47,47,17,24,64,36,47,47,7,32,30,33,43,58,46,47,14,50,47,62,47,47,32,52,32,29,66,77,2,47,23,50,47,70,63,68,68,69,31,50,50,17,43,47,43,33,83,79,95,46,51,54,47,65,79,59,76,66,100,49,26,55,70,38,72,38,76,34,47,47
2014-04,51615,71,53,44,58,34,55,58,66,17,66,58,26,35,58,74,58,46,58,63,22,20,64,64,58,30,22,58,58,27,24,57,32,58,58,7,22,16,17,59,56,52,58,11,49,58,20,58,58,16,39,40,45,45,56,2,58,47,13,58,36,69,78,53,68,32,26,26,36,83,58,54,19,68,67,44,60,76,36,58,45,74,53,84,56,57,62,25,57,48,45,46,52,63,35,58,58
2014-05,38978,72,53,0,60,38,51,60,69,17,67,60,26,9,60,56,60,31,60,44,22,15,74,75,60,48,33,60,60,18,24,66,65,60,60,8,22,55,0,34,62,43,60,7,51,60,34,60,60,16,68,47,30,43,51,2,60,64,13,60,48,72,77,55,53,32,26,26,18,71,60,36,21,69,55,43,52,43,27,60,68,67,66,73,62,64,55,36,29,68,47,29,34,64,23,60,60
2014-06,31307,69,41,10,63,58,36,63,70,29,60,63,29,40,63,65,63,56,63,22,25,35,63,67,63,54,0,63,63,24,0,59,31,63,63,8,20,36,19,43,51,37,63,17,55,63,39,63,63,0,24,15,51,24,40,4,63,65,15,63,41,50,67,50,43,37,29,29,40,58,63,51,13,80,63,50,51,42,68,63,30,77,41,75,65,53,41,41,37,53,54,57,29,61,66,63,63
2014-07,37886,70,52,38,50,49,41,50,77,18,70,50,14,10,50,59,50,50,50,27,31,89,66,64,50,39,48,50,50,22,0,71,76,50,50,8,24,34,0,56,63,47,50,0,58,50,27,50,50,18,78,44,41,23,47,12,50,55,0,50,38,44,62,57,67,35,28,28,39,41,50,49,27,62,66,32,40,17,57,50,49,81,45,79,52,35,67,36,53,52,54,54,34,49,25,50,50
2014-08,38210,73,67,48,61,56,78,61,72,0,52,61,22,40,61,81,61,85,61,54,31,34,78,73,61,67,48,61,61,28,0,66,54,61,61,8,33,26,19,53,74,51,61,8,56,61,11,61,61,0,60,30,25,29,47,5,61,52,15,61,57,75,72,46,44,14,28,28,20,56,61,79,29,77,86,85,41,38,57,61,70,73,70,78,56,51,55,22,40,46,49,54,48,44,13,61,61
2014-09,38199,90,64,47,56,100,64,56,76,45,42,56,14,9,56,71,56,69,56,67,27,38,83,73,56,51,94,56,56,27,0,78,17,56,56,7,32,25,18,29,79,57,56,28,54,56,52,56,56,17,69,29,56,33,61,100,56,54,41,56,56,81,68,79,71,28,41,41,0,68,56,86,27,95,86,57,59,39,76,56,100,97,56,93,80,57,62,55,100,64,50,31,47,65,25,56,56
2014-10,51814,96,66,53,56,73,63,56,83,25,68,56,33,27,56,69,56,46,56,44,25,46,54,73,56,36,44,56,56,17,49,69,71,56,56,7,26,63,52,52,87,58,56,15,51,56,35,56,56,17,61,41,60,40,62,77,56,27,66,56,56,63,71,93,74,78,13,13,36,51,56,54,26,100,87,69,54,60,8,56,91,100,44,91,58,36,57,42,62,52,53,50,58,68,47,56,56
2014-11,50684,78,45,45,64,66,60,64,74,34,72,64,33,64,64,63,64,69,64,30,21,73,54,70,64,49,66,64,64,20,100,59,33,64,64,7,24,24,0,49,54,48,64,8,45,64,30,64,64,17,66,48,76,34,47,23,64,45,13,64,35,75,69,52,48,26,27,27,0,39,64,27,18,75,61,60,51,47,37,64,76,80,48,97,66,47,58,29,50,43,27,59,45,82,30,64,64
2014-12,40039,70,45,46,39,39,48,39,71,90,74,39,14,29,39,45,39,33,39,36,19,38,58,76,39,19,23,39,39,16,0,67,46,39,39,100,23,17,0,29,66,47,39,0,42,39,42,39,39,35,53,22,56,35,59,15,39,43,70,39,42,62,63,51,39,41,14,14,0,54,39,38,12,67,70,52,50,51,30,39,71,74,82,82,70,68,45,42,39,41,36,75,44,70,50,39,39
2015-01,41835,78,58,8,63,66,62,63,84,31,81,63,37,42,63,81,63,84,63,37,31,29,96,100,63,57,42,63,63,26,93,77,56,63,63,76,26,45,16,45,54,67,63,14,67,63,56,63,63,31,57,32,49,31,62,6,63,60,50,63,53,82,81,76,81,43,24,24,100,48,63,25,25,68,79,69,54,49,49,63,63,86,70,94,81,57,70,48,73,65,42,74,100,73,49,63,63
2015-02,36822,73,49,64,67,62,49,67,77,35,64,67,27,47,67,63,67,55,67,46,32,64,65,74,67,57,45,67,67,19,77,59,23,67,67,22,22,33,45,18,62,59,67,0,62,67,41,67,67,17,83,28,47,42,46,7,67,46,96,67,50,82,91,58,68,54,27,27,19,66,67,19,30,73,71,61,49,50,33,67,51,67,37,79,61,63,61,26,51,42,25,35,73,89,36,67,67
2015-03,62048,77,44,34,64,57,63,64,100,64,84,64,19,26,64,68,64,41,64,47,35,49,67,80,64,40,32,64,64,17,23,71,57,64,64,10,24,30,16,46,72,65,64,21,61,64,33,64,64,32,58,39,43,32,55,4,64,65,75,64,69,60,62,54,51,19,12,12,34,61,64,52,20,65,72,94,53,68,27,64,57,77,56,95,61,55,76,33,63,63,38,60,57,100,50,64,64
2015-04,53611,74,65,53,87,62,78,87,68,60,53,87,13,9,87,61,87,66,87,20,41,52,54,83,87,49,0,87,87,21,25,75,82,87,87,7,21,24,18,49,60,56,87,15,59,87,60,87,87,17,44,34,53,43,50,6,87,45,0,87,48,66,65,56,51,39,13,13,0,26,87,100,25,83,59,59,54,37,61,87,38,79,50,82,80,65,69,39,50,50,21,67,47,47,47,87,87
2015-05,38309,69,60,0,55,52,60,55,79,72,69,55,25,51,55,54,55,59,55,23,49,34,59,63,55,34,31,55,55,16,47,53,62,55,55,7,29,30,33,30,55,45,55,14,62,55,24,55,55,0,75,19,100,34,51,4,55,35,100,55,41,60,67,52,40,49,0,0,34,42,55,26,18,71,57,32,48,46,23,55,46,68,50,68,64,88,57,39,23,55,37,67,20,48,22,55,55
2015-06,31601,69,64,26,78,55,58,78,84,17,67,78,39,36,78,49,78,34,78,29,48,35,63,64,78,42,44,78,78,20,49,61,53,78,78,7,18,31,34,58,62,47,78,11,66,78,34,78,78,0,39,47,37,40,48,2,78,47,26,78,69,49,64,59,60,39,39,39,17,94,78,36,32,75,57,54,48,36,40,78,70,68,41,78,55,39,43,45,53,62,52,37,34,48,23,78,78
2015-07,37939,73,56,50,35,55,62,35,80,48,53,35,25,26,35,51,35,65,35,14,52,59,71,66,35,63,0,35,35,19,0,76,41,35,35,7,27,30,42,20,81,73,35,11,68,35,24,35,35,48,65,52,43,25,65,2,35,49,63,35,55,58,79,79,70,49,37,37,51,30,35,60,20,88,49,51,55,37,30,35,57,73,42,77,66,65,100,43,43,63,35,52,47,56,28,35,35
2015-08,39372,72,57,69,61,39,56,61,64,41,77,61,25,34,61,63,61,63,61,52,55,35,76,67,61,41,32,61,61,22,0,75,63,61,61,8,29,31,42,27,66,47,61,11,70,61,34,61,61,0,77,13,15,39,55,2,61,16,63,61,55,52,69,52,65,50,25,25,17,62,61,70,17,70,73,37,49,51,34,61,51,77,43,94,68,45,60,37,60,62,33,48,58,54,40,61,61
2015-09,37723,72,62,68,40,52,48,40,67,41,63,40,13,0,40,59,40,54,40,33,50,50,70,80,40,35,54,40,40,17,24,72,37,40,40,6,29,38,25,50,56,58,40,7,65,40,34,40,40,16,63,26,29,30,51,7,40,33,13,40,63,73,62,66,53,25,13,13,17,43,40,52,14,75,66,52,57,49,43,40,62,72,62,88,68,28,59,44,56,54,46,56,61,59,34,40,40
2015-10,53617,79,71,41,41,53,72,41,88,31,65,41,42,8,41,61,41,48,41,14,45,19,70,73,41,100,61,41,41,29,45,82,60,41,41,7,37,29,16,54,81,57,41,28,60,41,91,41,41,31,60,50,21,24,64,2,41,31,36,41,73,60,74,38,52,48,48,48,49,47,41,42,25,74,65,72,60,51,37,41,55,75,100,78,74,53,69,57,61,34,68,23,63,89,22,41,41
2015-11,54213,74,51,8,47,33,57,47,79,31,72,47,18,41,47,63,47,59,47,27,38,19,61,64,47,33,80,47,47,14,23,71,84,47,47,7,26,29,24,38,62,47,47,14,53,47,23,47,47,61,30,50,28,33,57,4,47,47,36,47,54,51,82,56,51,36,0,0,0,47,47,50,25,79,48,58,55,51,22,47,82,72,43,99,70,33,58,26,68,26,46,61,55,54,43,47,47
2015-12,42415,68,38,34,40,41,47,40,65,41,67,40,25,52,40,48,40,30,40,10,34,25,49,58,40,29,42,40,40,13,0,54,68,40,40,7,25,15,25,27,58,49,40,11,49,40,38,40,40,32,53,13,29,37,46,2,40,30,13,40,49,61,72,50,34,100,0,0,0,56,40,35,16,64,72,56,40,29,42,40,69,68,43,85,59,38,51,40,44,34,28,40,55,45,17,40,40
2016-01,43336,78,61,56,53,61,81,53,92,31,70,53,24,49,53,66,53,51,53,22,52,28,68,76,53,66,21,53,53,28,0,66,30,53,53,7,28,29,47,44,86,66,53,20,70,53,45,53,53,0,62,31,27,28,72,2,53,40,36,53,64,56,56,78,84,71,24,24,32,29,53,41,21,77,67,58,67,23,18,53,58,75,94,75,70,82,61,35,68,65,31,53,95,57,59,53,53
2016-02,38525,78,59,43,48,53,74,48,62,50,83,48,45,70,48,66,48,58,48,38,53,50,83,67,48,30,32,48,48,25,24,58,42,48,48,7,22,16,17,17,59,67,48,11,63,48,29,48,48,49,67,53,29,44,62,2,48,40,26,48,66,60,73,73,67,76,25,25,17,50,48,71,26,86,82,72,64,36,47,48,70,70,54,92,88,32,65,41,56,74,70,65,79,66,17,48,48
2016-03,62775,77,57,74,60,51,89,60,72,31,73,60,42,33,60,66,60,69,60,50,53,52,79,60,60,45,21,60,60,23,46,68,61,60,60,7,28,29,40,100,67,59,60,21,60,60,37,60,60,15,57,44,91,29,72,3,60,41,24,60,71,47,76,57,59,61,12,12,50,53,60,25,25,74,65,68,64,47,37,60,52,78,54,98,56,53,64,45,61,54,49,58,39,86,33,60,60
2016-04,58288,78,48,50,35,62,52,35,78,32,53,35,25,17,35,59,35,59,35,19,54,49,64,67,35,52,63,35,35,18,47,59,62,35,35,6,28,30,41,26,60,52,35,14,61,35,24,35,35,16,86,32,36,29,58,3,35,49,38,35,53,47,62,59,59,25,50,50,0,36,35,78,30,73,78,61,54,42,54,35,89,79,40,82,67,65,53,40,59,62,45,48,50,62,23,35,35
2016-05,40461,71,60,25,33,46,63,33,74,40,73,33,12,59,33,61,33,55,33,32,66,24,61,55,33,28,73,33,33,18,69,56,41,33,33,6,26,15,41,56,59,47,33,7,65,33,56,33,33,0,78,25,36,27,40,2,33,45,49,33,61,53,80,57,66,55,49,49,17,67,33,26,25,72,67,73,72,52,37,33,43,70,50,82,62,27,54,46,58,54,35,51,44,94,11,33,33
2016-06,32769,66,89,17,42,52,91,42,97,32,70,42,38,52,42,44,42,30,42,24,60,54,68,55,42,41,32,42,42,17,0,55,57,42,42,7,25,15,33,23,41,48,42,7,63,42,19,42,42,0,59,26,14,18,40,0,42,23,50,42,100,51,51,47,60,25,0,0,52,61,42,61,19,70,58,56,39,38,31,42,54,69,27,70,65,38,54,50,20,65,36,36,35,65,39,42,42
2016-07,38443,69,73,18,21,46,50,21,81,34,69,21,0,72,21,42,21,50,21,20,69,41,58,59,21,61,45,21,21,14,25,53,44,21,21,6,28,65,18,28,51,48,21,8,68,21,30,21,21,17,40,27,15,14,42,0,21,62,26,21,92,37,67,57,64,79,13,13,36,52,21,82,21,62,58,78,50,35,32,21,31,62,28,70,88,51,66,39,66,49,29,25,39,69,18,21,21
2016-08,40845,73,62,9,39,32,62,39,71,44,83,39,21,38,39,59,39,36,39,41,70,43,71,62,39,57,23,39,39,17,0,65,51,39,39,6,21,33,37,33,59,62,39,16,69,39,21,39,39,18,45,14,55,15,67,2,39,29,28,39,63,66,50,72,67,61,27,27,19,7,39,57,27,65,53,51,41,43,25,39,51,76,29,65,75,60,58,35,39,57,58,31,30,57,12,39,39
2016-09,39646,74,55,36,31,64,63,31,95,78,88,31,20,73,31,71,31,63,31,60,68,58,66,68,31,68,34,31,31,25,50,72,67,31,31,7,26,33,18,39,51,68,31,23,65,31,41,31,31,0,67,42,46,20,59,2,31,17,67,31,66,45,94,56,51,47,66,66,18,53,31,56,30,71,67,64,68,54,32,31,31,71,43,89,89,84,65,34,88,76,51,47,40,59,0,31,31
2016-10,56407,84,60,76,40,70,61,40,89,32,94,40,13,95,40,63,40,53,40,47,60,15,71,69,40,58,54,40,40,32,0,80,62,40,40,7,24,30,100,53,54,71,40,11,62,40,43,40,40,16,59,33,36,30,82,0,40,23,25,40,74,66,93,54,62,69,25,25,17,31,40,26,32,79,58,33,60,29,31,40,97,75,56,97,72,41,58,53,51,46,33,36,27,80,45,40,40
2016-11,55517,78,74,99,26,54,85,26,87,48,76,26,18,59,26,46,26,50,26,28,50,39,58,57,26,51,82,26,26,18,23,61,67,26,26,6,27,22,16,33,59,46,26,18,58,26,9,26,26,0,61,13,57,27,61,5,26,32,50,26,78,54,82,61,47,49,49,49,51,60,26,26,30,71,68,65,56,54,15,26,89,77,68,96,76,30,69,58,93,46,25,35,79,51,44,26,26
2016-12,44918,71,37,0,32,50,62,32,70,66,76,32,13,53,32,49,32,30,32,58,43,25,53,62,32,30,66,32,32,14,0,63,37,32,32,6,20,16,17,37,54,57,32,0,54,32,39,32,32,16,53,33,52,12,47,2,32,17,13,32,43,48,77,54,48,64,0,0,0,50,32,35,22,63,63,62,56,47,35,32,63,68,35,70,68,60,44,34,52,36,36,33,33,77,12,32,32
2017-01,43933,80,79,100,58,63,72,58,83,44,93,58,34,70,58,71,58,56,58,30,78,36,88,82,58,52,0,58,58,23,43,66,80,58,58,9,32,14,15,48,76,88,58,13,89,58,47,58,58,14,91,41,26,37,67,6,58,38,46,58,71,79,89,85,80,45,23,23,16,50,58,55,22,80,88,72,77,50,38,58,69,79,51,95,79,62,69,54,46,100,51,54,79,65,25,58,58
